"","MLocID","StationDes","datetime","temp","grade_temp","ph","grade_ph","cond","grade_cond","do","grade_do","do_sat","grade_do_sat","data_source","Lat_DD","Long_DD","LLID","RiverMile","Spawn_dates","SpawnStart","SpawnEnd","crit_Instant","in_spawn","DO_lim","DO_status","Site"
"312","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 15:31:00,NA,NA,NA,NA,NA,NA,0.2,NA,180,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"313","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 15:46:00,NA,NA,NA,NA,NA,NA,0.2,NA,180,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"314","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 16:01:00,NA,NA,NA,NA,NA,NA,0.19,NA,170,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"315","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 16:16:00,NA,NA,NA,NA,NA,NA,0.19,NA,170,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"316","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 16:31:00,NA,NA,NA,NA,NA,NA,0.19,NA,170,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"317","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 16:46:00,NA,NA,NA,NA,NA,NA,0.18,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"318","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 17:01:00,NA,NA,NA,NA,NA,NA,0.18,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"319","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 17:16:00,NA,NA,NA,NA,NA,NA,0.18,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"320","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 17:31:00,NA,NA,NA,NA,NA,NA,0.18,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"321","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 17:46:00,NA,NA,NA,NA,NA,NA,0.18,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"322","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 18:01:00,NA,NA,NA,NA,NA,NA,0.18,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"323","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 18:16:00,NA,NA,NA,NA,NA,NA,0.16,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"324","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 18:31:00,NA,NA,NA,NA,NA,NA,0.17,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"325","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 18:46:00,NA,NA,NA,NA,NA,NA,0.17,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"326","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 19:01:00,NA,NA,NA,NA,NA,NA,0.17,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"327","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 19:16:00,NA,NA,NA,NA,NA,NA,0.16,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"328","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 19:31:00,NA,NA,NA,NA,NA,NA,0.17,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"329","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 19:46:00,NA,NA,NA,NA,NA,NA,0.16,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"330","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 20:01:00,NA,NA,NA,NA,NA,NA,0.16,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"331","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 20:16:00,NA,NA,NA,NA,NA,NA,0.16,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"332","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 20:31:00,NA,NA,NA,NA,NA,NA,0.16,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"333","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 20:46:00,NA,NA,NA,NA,NA,NA,0.16,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"334","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 21:01:00,NA,NA,NA,NA,NA,NA,0.16,NA,150,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"335","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 21:16:00,NA,NA,NA,NA,NA,NA,0.16,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"336","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 21:31:00,NA,NA,NA,NA,NA,NA,0.16,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"337","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 21:46:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"338","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 22:01:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"339","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 22:16:00,NA,NA,NA,NA,NA,NA,0.16,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"340","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 22:31:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"341","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 22:46:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"342","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 23:01:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"343","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 23:16:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"344","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 23:31:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"345","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-13 23:46:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"346","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 00:01:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"347","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 00:16:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"348","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 00:46:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"349","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 01:01:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"350","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 01:46:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"351","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 05:46:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"352","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 08:01:00,NA,NA,NA,NA,NA,NA,0.22,NA,200,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"353","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 12:31:00,NA,NA,NA,NA,NA,NA,0.15,NA,140,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"354","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 12:46:00,NA,NA,NA,NA,NA,NA,0.18,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"355","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 13:01:00,NA,NA,NA,NA,NA,NA,0.29,NA,270,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"356","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 22:01:00,NA,NA,NA,NA,NA,NA,0.54,NA,500,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"357","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 22:31:00,NA,NA,NA,NA,NA,NA,0.48,NA,440,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"358","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 23:01:00,NA,NA,NA,NA,NA,NA,0.4,NA,370,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"359","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-14 23:16:00,NA,NA,NA,NA,NA,NA,0.45,NA,410,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"360","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 04:01:00,NA,NA,NA,NA,NA,NA,0.53,NA,480,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"361","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 04:16:00,NA,NA,NA,NA,NA,NA,0.55,NA,500,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"362","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 05:01:00,NA,NA,NA,NA,NA,NA,0.25,NA,230,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"363","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 05:16:00,NA,NA,NA,NA,NA,NA,0.51,NA,460,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"364","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 05:31:00,NA,NA,NA,NA,NA,NA,0.47,NA,420,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"365","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 05:46:00,NA,NA,NA,NA,NA,NA,0.44,NA,400,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"366","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 06:01:00,NA,NA,NA,NA,NA,NA,0.47,NA,420,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"367","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 06:16:00,NA,NA,NA,NA,NA,NA,0.42,NA,380,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"368","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 06:31:00,NA,NA,NA,NA,NA,NA,0.41,NA,370,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"369","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 06:46:00,NA,NA,NA,NA,NA,NA,0.24,NA,210,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"370","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 07:01:00,NA,NA,NA,NA,NA,NA,0.3,NA,270,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"371","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 07:16:00,NA,NA,NA,NA,NA,NA,0.26,NA,240,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"372","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 07:31:00,NA,NA,NA,NA,NA,NA,0.3,NA,270,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"373","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 07:46:00,NA,NA,NA,NA,NA,NA,0.21,NA,190,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"374","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 08:01:00,NA,NA,NA,NA,NA,NA,0.4,NA,360,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"375","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 08:31:00,NA,NA,NA,NA,NA,NA,0.18,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"376","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 08:46:00,NA,NA,NA,NA,NA,NA,0.22,NA,200,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"377","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 09:01:00,NA,NA,NA,NA,NA,NA,0.17,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"378","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 09:16:00,NA,NA,NA,NA,NA,NA,0.17,NA,160,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"379","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 09:31:00,NA,NA,NA,NA,NA,NA,0.19,NA,170,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"380","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 09:46:00,NA,NA,NA,NA,NA,NA,0.3,NA,270,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"381","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 10:01:00,NA,NA,NA,NA,NA,NA,0.36,NA,330,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"382","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 10:16:00,NA,NA,NA,NA,NA,NA,0.36,NA,320,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"383","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 10:31:00,NA,NA,NA,NA,NA,NA,0.36,NA,320,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"384","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 10:46:00,NA,NA,NA,NA,NA,NA,0.31,NA,280,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"385","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 11:01:00,NA,NA,NA,NA,NA,NA,0.39,NA,350,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"386","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 11:16:00,NA,NA,NA,NA,NA,NA,0.36,NA,320,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"387","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 11:31:00,NA,NA,NA,NA,NA,NA,0.37,NA,330,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"388","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 11:46:00,NA,NA,NA,NA,NA,NA,0.29,NA,260,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
"389","13429-ORDEQ","Dougherty Slough at Wilson River Loop Road (Tillamook)",2008-10-15 12:01:00,NA,NA,NA,NA,NA,NA,0.23,NA,210,NA,"LASAR",45.4704774,-123.8098075,1238581454635,3.49476397,"X (No Spawning)",NA,NA,8,0,8,"0","13429-ORDEQ Dougherty Slough at Wilson River Loop Road (Tillamook)"
